182,26
192,33
202,47
212,61
222,71
232,81
242,72
252,73
262,57
272,64
282,85
292,88
302,98
312,105
322,96
332,100
342,96
352,98
362,95
372,87
382,103
392,95
402,101
412,94
422,135
432,135
442,103
452,184
462,177
472,199
482,167
492,167
502,202
512,175
522,228
532,226
542,229
552,228
562,188
572,184
582,207
592,184
602,180
612,181
622,208
632,181
642,214
652,194
662,202
672,201
682,179
692,176
702,168
712,174
722,200
732,204
742,178
752,201
762,205
772,211
